Year,Plot,Day,Light quantity,Soil moisture,Photoperiod,Bud type,Bud counts,Min temp,Mean temp,Max temp,SD temp
2017,6,128,125.25800000000001,22.6,14.1,Chasmogamous,0,9.5,10.5,11,0.8660254037844386
2017,6,128,125.25800000000001,22.6,14.1,Cleistogamous,12,9.5,10.5,11,0.8660254037844386
2017,6,143,22.622,13,14.55,Chasmogamous,0,15,15.5,16,0.5
2017,6,143,22.622,13,14.55,Cleistogamous,6,15,15.5,16,0.5
2017,7,88,418.4,29.2,12.516666666666667,Chasmogamous,27,9.5,10.166666666666666,11,0.7637626158259733
2017,7,88,418.4,29.2,12.516666666666667,Cleistogamous,0,9.5,10.166666666666666,11,0.7637626158259733
2017,7,98,479.8,31.6,12.95,Chasmogamous,31,15,15.833333333333334,17,1.0408329997330665
2017,7,98,479.8,31.6,12.95,Cleistogamous,0,15,15.833333333333334,17,1.0408329997330665
2017,7,102,326,25.6,13.116666666666667,Cleistogamous,0,17.5,18.5,19,0.8660254037844386
2017,7,102,326,25.6,13.116666666666667,Chasmogamous,11,17.5,18.5,19,0.8660254037844386
2017,7,108,446.2,26.8,13.35,Chasmogamous,0,21.5,22.833333333333332,24.5,1.5275252316519465
2017,7,108,446.2,26.8,13.35,Cleistogamous,39,21.5,22.833333333333332,24.5,1.5275252316519465
2017,7,116,259.06,27,13.666666666666666,Chasmogamous,0,21.5,22.166666666666668,22.5,0.5773502691896258
2017,7,116,259.06,27,13.666666666666666,Cleistogamous,5,21.5,22.166666666666668,22.5,0.5773502691896258
2017,7,128,75.762,25.4,14.1,Chasmogamous,0,8,9.333333333333334,10.5,1.2583057392117918
2017,7,128,75.762,25.4,14.1,Cleistogamous,36,8,9.333333333333334,10.5,1.2583057392117918
2017,7,143,9.030000000000001,16.8,14.55,Cleistogamous,20,15,16,17,1
2017,7,143,9.030000000000001,16.8,14.55,Chasmogamous,0,15,16,17,1
2017,8,88,296.8,23.6,12.516666666666667,Chasmogamous,21,9.5,10.166666666666666,11,0.7637626158259733
2017,8,88,296.8,23.6,12.516666666666667,Cleistogamous,0,9.5,10.166666666666666,11,0.7637626158259733
2017,8,98,389,24.2,12.95,Chasmogamous,8,15,15.833333333333334,17,1.0408329997330665
2017,8,98,389,24.2,12.95,Cleistogamous,0,15,15.833333333333334,17,1.0408329997330665
2017,8,102,818.6,22.2,13.116666666666667,Chasmogamous,4,17.5,18.5,19,0.8660254037844386
2017,8,102,818.6,22.2,13.116666666666667,Cleistogamous,0,17.5,18.5,19,0.8660254037844386
2017,8,108,424,22,13.35,Cleistogamous,21,21.5,22.833333333333332,24.5,1.5275252316519465
2017,8,108,424,22,13.35,Chasmogamous,0,21.5,22.833333333333332,24.5,1.5275252316519465
2017,8,116,38.8,22.2,13.666666666666666,Chasmogamous,0,21.5,22.166666666666668,22.5,0.5773502691896258
2017,8,116,38.8,22.2,13.666666666666666,Cleistogamous,5,21.5,22.166666666666668,22.5,0.5773502691896258
2017,8,128,7.564,26,14.1,Chasmogamous,0,8,9.333333333333334,10.5,1.2583057392117918
2017,8,128,7.564,26,14.1,Cleistogamous,15,8,9.333333333333334,10.5,1.2583057392117918
2017,8,143,4.566,16,14.55,Chasmogamous,0,15,16,17,1
2017,8,143,4.566,16,14.55,Cleistogamous,18,15,16,17,1
2017,9,88,299.4,24.8,12.516666666666667,Chasmogamous,4,9.5,9.833333333333334,10.5,0.5773502691896257
2017,9,88,299.4,24.8,12.516666666666667,Cleistogamous,0,9.5,9.833333333333334,10.5,0.5773502691896257
2017,9,98,947.8,26.4,12.95,Cleistogamous,0,10.5,11.333333333333334,12,0.7637626158259733
2017,9,98,947.8,26.4,12.95,Chasmogamous,2,10.5,11.333333333333334,12,0.7637626158259733
2017,9,102,452.4,24,13.116666666666667,Chasmogamous,5,14.5,15.166666666666666,16,0.7637626158259733
2017,9,102,452.4,24,13.116666666666667,Cleistogamous,0,14.5,15.166666666666666,16,0.7637626158259733
2017,9,108,305,25,13.35,Chasmogamous,0,18,18.166666666666668,18.5,0.2886751345948129
2017,9,108,305,25,13.35,Cleistogamous,5,18,18.166666666666668,18.5,0.2886751345948129
2017,9,116,42.082,24.6,13.666666666666666,Chasmogamous,0,18.5,19.166666666666668,20,0.7637626158259733
2017,9,116,42.082,24.6,13.666666666666666,Cleistogamous,3,18.5,19.166666666666668,20,0.7637626158259733
2017,9,128,32.118,23.8,14.1,Cleistogamous,6,9.5,10.333333333333334,11,0.7637626158259733
2017,9,128,32.118,23.8,14.1,Chasmogamous,0,9.5,10.333333333333334,11,0.7637626158259733
2017,9,143,6.296,16.6,14.55,Chasmogamous,0,15.5,16.333333333333332,17,0.7637626158259733
2017,9,143,6.296,16.6,14.55,Cleistogamous,4,15.5,16.333333333333332,17,0.7637626158259733
2017,10,88,573.2,21,12.516666666666667,Chasmogamous,20,8.5,8.833333333333334,9,0.2886751345948129
2017,10,88,573.2,21,12.516666666666667,Cleistogamous,0,8.5,8.833333333333334,9,0.2886751345948129
2017,10,98,690.6,21.2,12.95,Chasmogamous,10,6,7.166666666666667,8.5,1.2583057392117918
2017,10,98,690.6,21.2,12.95,Cleistogamous,0,6,7.166666666666667,8.5,1.2583057392117918
2017,10,102,379.4,20.2,13.116666666666667,Cleistogamous,0,12,12.833333333333334,14,1.0408329997330665
2017,10,102,379.4,20.2,13.116666666666667,Chasmogamous,1,12,12.833333333333334,14,1.0408329997330665
2017,10,108,132.2,19.6,13.35,Chasmogamous,0,13,14,15.5,1.3228756555322954
2017,10,108,132.2,19.6,13.35,Cleistogamous,20,13,14,15.5,1.3228756555322954
2017,10,116,47.432,19.8,13.666666666666666,Chasmogamous,0,15,16,17,1
2017,10,116,47.432,19.8,13.666666666666666,Cleistogamous,0,15,16,17,1
2017,10,128,6.458,18.4,14.1,Chasmogamous,0,8.5,9,9.5,0.5
2017,10,128,6.458,18.4,14.1,Cleistogamous,18,8.5,9,9.5,0.5
2017,10,143,5.774,12.6,14.55,Chasmogamous,0,14,14.166666666666666,14.5,0.2886751345948129
2017,10,143,5.774,12.6,14.55,Cleistogamous,9,14,14.166666666666666,14.5,0.2886751345948129
