county,N,Mean,Var,Ratio,Pop2010
"Cecil County, MD",48,38.291666666666664,49.402482269503544,0.7750960054552632,101108
"Centre County, PA",48,45.395833333333336,54.457003546099294,0.8336087257335884,153990
"Champaign County, IL",48,78.47916666666667,113.23359929078015,0.6930731439979644,201081
"Charles County, MD",48,63.520833333333336,99.53147163120568,0.6381984742343337,146551
"Charleston County, SC",48,153.1875,182.32579787234042,0.8401855458066211,350209
"Charlotte County, FL",48,34.041666666666664,44.80673758865248,0.7597443710181631,159978
"Chatham County, GA",48,105.9375,182.69813829787233,0.579849915204274,265128
"Chautauqua County, NY",48,37.4375,43.825797872340424,0.8542343053069151,134905
"Cherokee County, GA",48,91.375,134.45212765957447,0.679609922063536,214346
"Chesapeake city, VA",48,116.22916666666667,334.1378546099291,0.34784794677739234,222209
"Chester County, PA",48,202.0625,588.6130319148937,0.343285807557886,498886
"Chesterfield County, VA",48,168.625,285.77127659574467,0.5900697999069335,316236
"Chittenden County, VT",48,51.416666666666664,90.33333333333333,0.5691881918819188,156545
"Citrus County, FL",48,37.0625,57.378989361702125,0.6459245868965677,141236
"Clackamas County, OR",48,133.75,338.6170212765957,0.39498900408419735,375992
"Clark County, IN",48,44.333333333333336,58.354609929078016,0.7597228974234322,110232
"Clark County, NV",48,959.6875,9464.64494680851,0.10139709470280846,1951269
"Clark County, OH",48,40.083333333333336,54.50354609929078,0.7354261548471048,138333
"Clark County, WA",48,199.54166666666666,590.168439716312,0.33810968740142106,425363
"Clarke County, GA",48,46.979166666666664,75.59530141843972,0.6214561723436318,116714
"Clay County, FL",48,94.3125,101.32579787234043,0.9307846765620693,190865
"Clay County, MO",48,94.41666666666667,199.2695035460993,0.4738139303128448,221939
"Clayton County, GA",48,178.58333333333334,334.6737588652482,0.5336042297993177,259424
"Clermont County, OH",48,65.5625,121.23005319148936,0.5408106181100203,197363
"Cleveland County, OK",48,75.75,113.17021276595744,0.6693457416807671,255755
"Cobb County, GA",48,339.7708333333333,1145.7548758865248,0.2965475779192618,688078
"Cochise County, AZ",48,48.145833333333336,59.871897163120565,0.8041474483790008,131346
"Coconino County, AZ",48,57.583333333333336,95.39716312056737,0.6036168314623449,134421
"Collier County, FL",48,108.83333333333333,135.3758865248227,0.803934409052808,321520
"Collin County, TX",48,355.125,1132.1968085106382,0.31366013164014606,782341
"Columbia County, GA",48,62.291666666666664,88.80673758865248,0.7014295126479925,124053
"Columbiana County, OH",48,26.958333333333332,31.104609929078013,0.8666989682494443,107841
"Comal County, TX",48,40.458333333333336,56.63652482269504,0.7143505619384529,108472
"Comanche County, OK",48,58.208333333333336,108.04078014184397,0.5387626159021909,124098
"Contra Costa County, CA",48,507.1041666666667,1835.4995567375886,0.2762758317239761,1049025
"Cook County, IL",48,2333,73449.78723404255,0.031763196162380436,5194675
"Coweta County, GA",48,63.291666666666664,88.84929078014184,0.7123485861387719,127317
"Cowlitz County, WA",48,40.375,36.920212765957444,1.0935744129088028,102410
"Craven County, NC",48,53.770833333333336,99.71232269503547,0.5392596609928384,103505
"Cumberland County, ME",48,101.02083333333333,352.53147163120565,0.2865583400707396,281674
"Cumberland County, NC",48,221.54166666666666,498.4237588652482,0.4444845630373767,319431
"Cumberland County, NJ",48,68.29166666666667,104.04078014184397,0.6563932582354847,156898
"Cumberland County, PA",48,120.02083333333333,127.16976950354609,0.9437843113334147,235406
"Cuyahoga County, OH",48,499.6875,3439.7513297872342,0.14526849533361708,1280122
"Dakota County, MN",48,201.83333333333334,373.16312056737587,0.540871597993006,398552
"Dallas County, TX",48,1601.4791666666667,43230.382535460994,0.037045223121794174,2368139
"Dane County, WI",48,202.16666666666666,889.6312056737588,0.22724772397519094,488073
"Dauphin County, PA",48,159.04166666666666,168.04078014184398,0.9464468477974148,268100
"Davidson County, NC",48,60.1875,95.9002659574468,0.6276051416448272,162878
"Davidson County, TN",48,335.5208333333333,592.637854609929,0.5661481640489726,626681
"Davis County, UT",48,271.0625,1015.251329787234,0.2669905392360397,306479
"DeKalb County, GA",48,464.4791666666667,1773.91445035461,0.2618385382529671,691893
"DeKalb County, IL",48,34.3125,45.878989361702125,0.7478913654676677,105160
"Delaware County, IN",48,35.25,60.06382978723404,0.5868756641870351,117671
"Delaware County, OH",48,68.60416666666667,105.47828014184397,0.6504103648107448,174214
"Delaware County, PA",48,220.25,813.4255319148937,0.2707684863069237,558979
"Denton County, TX",48,313.7916666666667,728.6790780141844,0.43063081695966915,662614
"Denver County, CO",48,388,2207.531914893617,0.1757618983364497,600158
"Deschutes County, OR",48,63.3125,93.32579787234043,0.6784029865633148,157733
"DeSoto County, MS",48,68.54166666666667,104.50886524822695,0.6558454778345181,161252
"Dorchester County, SC",48,60.604166666666664,71.77615248226951,0.8443496143323842,136555
"Douglas County, CO",48,118.47916666666667,212.97828014184398,0.5562969453399629,285465
"Douglas County, GA",48,51.6875,56.474734042553195,0.9152322870799877,132403
"Douglas County, KS",48,39.5,60.212765957446805,0.6560070671378092,110826
"Douglas County, NE",48,273.2291666666667,760.9038120567376,0.35908502801178377,517110
"Douglas County, OR",48,41.083333333333336,43.695035460992905,0.940228858951469,107667
"DuPage County, IL",48,346.4583333333333,1402.5939716312057,0.24701256410677783,916924
"Durham County, NC",48,156.97916666666666,246.9570035460993,0.6356538361438431,267587
"Dutchess County, NY",48,88.10416666666667,198.05274822695034,0.44485202783304656,297488
"Duval County, FL",48,478.75,2013.212765957447,0.23780397586159518,864263
"East Baton Rouge Parish, LA",48,201.3125,518.5598404255319,0.3882145980197817,440171
"Eaton County, MI",48,36.770833333333336,39.79742907801418,0.9239499682567971,107759
"Ector County, TX",48,104.16666666666667,238.09929078014184,0.43749255331824144,137130
"El Dorado County, CA",48,70.35416666666667,84.87189716312056,0.8289453755398991,181058
"El Paso County, CO",48,375.9583333333333,2031.1471631205675,0.1850965504418336,622263
"El Paso County, TX",48,457.4791666666667,3056.893173758865,0.1496549407070493,800647
"Elkhart County, IN",48,109.625,128.87765957446808,0.8506129018944241,197559
"Ellis County, TX",48,78.5,141.2340425531915,0.5558150045194336,149610
"Erie County, NY",48,276.8125,1410.027925531915,0.19631703385986207,919040
"Erie County, PA",48,90.58333333333333,175.01418439716312,0.5175770960813713,280566
"Escambia County, FL",48,128.60416666666666,273.010195035461,0.47105994210202445,297619
"Essex County, MA",48,352.4375,1056.2938829787233,0.3336547770267634,743159
"Essex County, NJ",48,366.1875,1081.0492021276596,0.33873342608207896,783969
"Etowah County, AL",48,36.333333333333336,60.95035460992908,0.5961135676053061,104430
"Fairfax County, VA",48,522.0833333333334,1760.9716312056737,0.2964745848721491,1081726
"Fairfield County, CT",48,350.5625,1323.6981382978724,0.26483568259058227,916829
"Fairfield County, OH",48,53.375,65.43085106382979,0.8157466872611983,146156
"Faulkner County, AR",48,48.583333333333336,73.99290780141844,0.6565944598868974,113237
"Fayette County, GA",48,41.104166666666664,52.946365248226954,0.7763359481611091,106567
"Fayette County, KY",48,113.41666666666667,155.31205673758865,0.7302502397369743,295803
"Fayette County, PA",48,40.604166666666664,74.49955673758865,0.5450256141749618,136606
"Florence County, SC",48,47.666666666666664,51.758865248226954,0.9209372430802959,136885
"Fond du Lac County, WI",48,34.770833333333336,38.73359929078014,0.8976917707105502,101633
"Forsyth County, GA",48,70.79166666666667,79.18971631205673,0.8939502496473593,175511
"Forsyth County, NC",48,174.39583333333334,355.010195035461,0.4912417608624266,350670
"Fort Bend County, TX",48,307.6041666666667,1443.9889184397164,0.21302391087533026,585375
"Franklin County, MO",48,38.583333333333336,36.248226950354606,1.0644198786930152,101492
"Franklin County, OH",48,643.9166666666666,2947.3120567375886,0.21847590423778368,1163414
"Franklin County, PA",48,60.541666666666664,82.72163120567376,0.7318722537777301,149618
"Frederick County, MD",48,94.9375,149.88962765957447,0.6333827195542819,233385
"Fresno County, CA",48,631.8958333333334,4814.605939716312,0.13124559751001474,930450
"Fulton County, GA",48,527,1670.2553191489362,0.31552062367837763,920581
"Galveston County, TX",48,119.33333333333333,261.16312056737587,0.45693026287203997,291309
"Gaston County, NC",48,96.54166666666667,145.104609929078,0.6653246007404783,206086
"Genesee County, MI",48,161.33333333333334,887.6312056737588,0.18175716705551473,425790
"Gloucester County, NJ",48,103.95833333333333,225.9131205673759,0.46016952478122664,288288
"Grayson County, TX",48,55.875,84.70744680851064,0.6596232339089482,120877
"Greene County, MO",48,113.97916666666667,170.70168439716312,0.6677096776706491,275174
"Greene County, OH",48,51.229166666666664,63.542109929078016,0.8062238840328982,161573
"Greenville County, SC",48,228.54166666666666,320.63652482269504,0.7127748992197479,451225
"Gregg County, TX",48,51.666666666666664,61.333333333333336,0.842391304347826,121730
"Guadalupe County, TX",48,51.041666666666664,69.31737588652483,0.7363473589973142,131533
"Guilford County, NC",48,217.45833333333334,459.4450354609929,0.4733065253717289,488406
"Gwinnett County, GA",48,490.6666666666667,1253.0354609929077,0.39158242678771554,805321
"Hall County, GA",48,100.22916666666667,152.26551418439718,0.658252574153375,179684
"Hamilton County, IN",48,117.75,256.82978723404256,0.45847485709551816,274569
"Hamilton County, OH",48,338.9375,767.719414893617,0.4414861646386351,802374
"Hamilton County, TN",48,123.54166666666667,206.97695035460993,0.596886109564398,336463
"Hampden County, MA",48,200.79166666666666,406.25354609929076,0.49425209599916203,463490
"Hampshire County, MA",48,38.958333333333336,62.508865248226954,0.6232449297971919,158080
"Hampton city, VA",48,69.85416666666667,126.9357269503546,0.5503113138036156,137436
"Hardin County, KY",48,43.208333333333336,93.10460992907801,0.46408371579288155,105543
"Harford County, MD",48,82.6875,156.64494680851064,0.5278657351205888,244826
"Harnett County, NC",48,68.0625,85.54920212765957,0.7955947958279577,114678
"Harris County, TX",48,2539.5833333333335,57760.716312056735,0.04396731023232188,4092459
"Harrison County, MS",48,80.77083333333333,121.15913120567376,0.6666508131047981,187105
"Hartford County, CT",48,314.1666666666667,1085.1205673758866,0.28952235918484726,894014
"Hawaii County, HI",48,94.9375,214.57047872340425,0.4424536896447009,185079
"Hays County, TX",48,86.9375,175.37898936170214,0.4957121734844751,157107
"Henderson County, NC",48,35.416666666666664,51.269503546099294,0.6907940240697191,106740
"Hendricks County, IN",48,49.604166666666664,76.75487588652483,0.6462673034609808,145448
"Hennepin County, MN",48,654.9791666666666,3331.935726950355,0.19657617083332943,1152425
"Henrico County, VA",48,167.3125,286.8151595744681,0.5833460834086747,306935
"Henry County, GA",48,111.8125,193.2619680851064,0.5785540792524754,203922
"Hernando County, FL",48,63.541666666666664,139.70035460992906,0.454842558160196,172778
"Hidalgo County, TX",48,392.2708333333333,3013.73359929078,0.13016108438570886,774769
"Hillsborough County, FL",48,664.375,4851.473404255319,0.13694293354618087,1229226
"Hillsborough County, NH",48,149.58333333333334,253.31205673758865,0.5905101212307865,400721
"Hinds County, MS",48,101.95833333333333,237.14716312056737,0.42993697243385093,245285
"Honolulu County, HI",48,568.5625,2545.910904255319,0.2233238009427926,953207
"Horry County, SC",48,88.27083333333333,142.49955673758865,0.6194463713026356,269291
"Houston County, AL",48,38.458333333333336,50.25354609929078,0.7652859612602759,101547
"Houston County, GA",48,70.27083333333333,61.903812056737586,1.135161648347714,139900
"Howard County, MD",48,117.95833333333333,200.21099290780143,0.589170113089914,287085
"Hudson County, NJ",48,338.2291666666667,654.2229609929078,0.5169937266545026,634266
"Humboldt County, CA",48,59.9375,86.52792553191489,0.6926954463723125,134623
"Hunterdon County, NJ",48,31.875,43.26063829787234,0.7368129841386942,128349
"Imperial County, CA",48,136.52083333333334,279.0208333333333,0.4892854476218921,174528
"Indian River County, FL",48,41.729166666666664,67.90381205673759,0.6145334908708735,138028
"Ingham County, MI",48,113.29166666666667,258.8067375886525,0.43774620290887667,280895
"Iredell County, NC",48,60.291666666666664,73.31737588652483,0.8223380329375347,159437
"Jackson County, MI",48,58.645833333333336,157.8506205673759,0.3715274170132346,160248
"Jackson County, MO",48,306.375,734.1968085106383,0.41729274282940537,674158
"Jackson County, MS",48,44.208333333333336,51.70035460992908,0.85508762303234,139668
"Jackson County, OR",48,68.47916666666667,151.87189716312056,0.4509008443682999,203206
"Jasper County, MO",48,47.708333333333336,101.48758865248227,0.4700903230314995,117404
"Jefferson County, AL",48,327.25,1762.1489361702127,0.18571074968908852,658466
"Jefferson County, CO",48,228.72916666666666,1060.7123226950355,0.2156373238745039,534543
"Jefferson County, KY",48,325.1666666666667,1217.758865248227,0.2670205702837441,741096
"Jefferson County, MO",48,65.89583333333333,92.47828014184397,0.7125547018420081,218733
"Jefferson County, NY",48,72.27083333333333,111.05274822695036,0.6507793322290298,116229
"Jefferson County, TX",48,90.39583333333333,222.92508865248226,0.4054986985975873,252273
"Jefferson Parish, LA",48,188.47916666666666,409.19104609929076,0.4606141030293511,432552
"Johnson County, IA",48,63.4375,104.63430851063829,0.6062781978776133,130882
"Johnson County, IN",48,51.354166666666664,56.78679078014184,0.9043329612601572,139654
"Johnson County, KS",48,247.79166666666666,878.5088652482269,0.28205938092229943,544179
"Johnson County, TX",48,71.54166666666667,76.46631205673759,0.9355971896955504,150934
"Johnston County, NC",48,65.52083333333333,118.21232269503547,0.5542639873709629,168878
"Kalamazoo County, MI",48,124.02083333333333,228.9570035460993,0.5416773953733299,250331
"Kanawha County, WV",36,28.305555555555557,155.98968253968255,0.18145787012775572,193063
"Kane County, IL",48,202.625,450.49468085106383,0.449783335104436,515269
"Kankakee County, IL",48,39.75,50.40425531914894,0.7886238919375264,113449
"Kaufman County, TX",48,50.125,65.77127659574468,0.7621107966033158,103350
"Kendall County, IL",48,43.1875,71.60239361702128,0.6031572105116538,114736
"Kennebec County, ME",48,39.375,65.13297872340425,0.6045324622294814,122151
"Kenosha County, WI",48,60.291666666666664,129.6578014184397,0.46500608530364984,166426
"Kent County, DE",48,68.33333333333333,102.05673758865248,0.6695621959694231,162310
"Kent County, MI",48,352.0833333333333,1804.8439716312057,0.19507688136339166,602622
"Kent County, RI",48,51.875,76.62234042553192,0.6770218674071503,166158
"Kenton County, KY",48,71.8125,114.70877659574468,0.6260418961060039,159720
"Kern County, CA",48,661.5,3491.1063829787236,0.18948147877280871,839631
"King County, WA",48,970.1666666666666,5257.929078014185,0.18451497771686934,1931249
"Kings County, CA",48,108,199.70212765957447,0.5408054549328788,152982
"Kings County, NY",48,1462.9166666666667,11365.18439716312,0.12871913165190943,2504700
"Kitsap County, WA",48,111.66666666666667,198.86524822695034,0.5615192582025679,251133
"Knox County, TN",48,156.4375,213.91090425531914,0.731320829784721,432226
"Kootenai County, ID",48,51.416666666666664,76.33333333333333,0.6735807860262009,138494
"La Crosse County, WI",48,47.125,94.87765957446808,0.49669226887929585,114638
"Lackawanna County, PA",48,75.5,183.70212765957447,0.4109914292332638,214437
"Lafayette Parish, LA",48,95,176.4255319148936,0.5384708152436083,221578
"Lake County, FL",48,103.64583333333333,161.12721631205673,0.6432546636478929,297052
"Lake County, IL",48,238.125,639.9414893617021,0.37210433134678206,703462
"Lake County, IN",48,198,247.95744680851064,0.7985241118929123,496005
"Lake County, OH",48,67.10416666666667,107.92508865248227,0.6217661482099073,230041
"Lancaster County, NE",48,124.89583333333333,192.64849290780143,0.6483094232826754,285407
"Lancaster County, PA",48,201.33333333333334,342.09929078014187,0.5885230947839788,519445
"Lane County, OR",48,94.33333333333333,176.78014184397162,0.5336195137607318,351715
"Larimer County, CO",48,135.72916666666666,406.28679078014187,0.3340723098726465,299630
"LaSalle County, IL",48,41.729166666666664,60.24423758865248,0.6926665244167138,113924
"Lebanon County, PA",48,52.4375,94.50664893617021,0.5548551407786799,133568
"Lee County, AL",48,60.5,93.70212765957447,0.6456630336058129,140247
"Lee County, FL",48,269.5833333333333,672.9290780141844,0.4006118061191151,618754
"Lehigh County, PA",48,160.89583333333334,278.35062056737587,0.5780329607506223,349497
"Leon County, FL",48,132.35416666666666,257.76551418439715,0.5134673157712818,275487
"Lexington County, SC",48,99.9375,193.59175531914894,0.5162280792136337,262391
"Licking County, OH",48,64.1875,109.64494680851064,0.5854122954895516,166492
"Linn County, IA",48,85.22916666666667,199.79742907801418,0.42657789472049484,211226
"Linn County, OR",48,47.541666666666664,70.59397163120568,0.6734522165013186,116672
"Litchfield County, CT",48,45.125,47.26063829787234,0.9548114800225098,189927
"Livingston County, MI",48,64.27083333333333,90.79742907801419,0.7078486030492239,180967
"Livingston Parish, LA",48,57.5,90.76595744680851,0.633497421472105,128026
"Lorain County, OH",48,110.25,266.9574468085106,0.41298716824738985,301356
"Los Angeles County, CA",48,4952.208333333333,174435.0620567376,0.028389982351842508,9818605
"Loudoun County, VA",48,180.41666666666666,413.09929078014187,0.43673923120504055,312311
"Lowndes County, GA",48,49.083333333333336,71.60992907801419,0.6854263642666139,109233
"Lubbock County, TX",48,153.97916666666666,411.04210992907804,0.37460679319020257,278831
"Lucas County, OH",48,170.14583333333334,294.6378546099291,0.577474450995407,441815
"Luzerne County, PA",48,115.4375,200.71941489361703,0.5751187550102358,320918
"Lycoming County, PA",48,44.8125,60.453457446808514,0.7412727392710234,116111
"Macomb County, MI",48,319.5416666666667,904.8918439716313,0.3531269165430609,840978
"Macon County, IL",48,39.583333333333336,61.60992907801418,0.6424830206055026,110768
"Madera County, CA",48,89.60416666666667,218.07402482269504,0.41088876467300167,150865
"Madison County, AL",48,114.22916666666667,133.79742907801418,0.8537470970392286,334811
"Madison County, IL",48,78.14583333333333,124.76551418439716,0.6263416124574112,269282
"Madison County, IN",48,41.8125,47.21941489361702,0.8854938184685572,131636
"Mahoning County, OH",48,68.64583333333333,94.8293439716312,0.7238880968518475,238823
"Manatee County, FL",48,129.77083333333334,142.47828014184398,0.9108113405365381,322833
"Marathon County, WI",48,50.479166666666664,42.08466312056738,1.1994670486502428,134063
"Maricopa County, AZ",48,2005.5,22108.127659574468,0.09071324496045548,3817117
"Marin County, CA",48,102.91666666666667,193.52482269503545,0.5318008575512149,252409
"Marion County, FL",48,119.10416666666667,584.0953014184397,0.20391221497147724,331298
"Marion County, IN",48,495.3333333333333,2178.6524822695037,0.22735766138220642,903393
"Marion County, OR",48,155.5625,429.5279255319149,0.3621708642281079,315335
"Martin County, FL",48,44.520833333333336,58.339982269503544,0.7631273031189455,146318
"Maui County, HI",48,83.58333333333333,266.54609929078015,0.3135792778649921,154834
"McHenry County, IL",48,97.25,231.68085106382978,0.41975847185232806,308760
"McLean County, IL",48,56.75,92.40425531914893,0.6141492056182363,169572
"McLennan County, TX",48,119.85416666666667,270.42508865248226,0.44320653554703576,234906
"Mecklenburg County, NC",48,597.1041666666666,2672.7761524822695,0.2234022352048158,919628
"Medina County, OH",48,54.375,101.17553191489361,0.5374323116555386,172332
"Merced County, CA",48,156.375,334.49468085106383,0.4674962232646895,255793
"Mercer County, NJ",48,155.8125,214.19813829787233,0.7274222887190599,366513
"Mercer County, PA",48,33.041666666666664,78.6790780141844,0.4199549295774648,116638
"Merrimack County, NH",48,46.229166666666664,60.09530141843972,0.7692642448829061,146445
"Mesa County, CO",48,64.22916666666667,187.24423758865248,0.34302346226412866,146723
"Miami County, OH",48,39.479166666666664,43.446365248226954,0.9086874457991122,102506
"Miami-Dade County, FL",48,1009.875,6474.70744680851,0.1559722980993966,2496435
"Middlesex County, CT",48,41.395833333333336,38.967641843971634,1.0623130211236365,165676
"Middlesex County, MA",48,654.2916666666666,4474.934397163121,0.1462125717600361,1503085
"Middlesex County, NJ",48,305.1041666666667,1184.1804078014184,0.25765007143897223,809858
"Midland County, TX",48,87.70833333333333,132.59397163120568,0.6614805503924688,136872
"Milwaukee County, WI",48,501.2916666666667,2378.6790780141846,0.2107437154091273,947735
"Minnehaha County, SD",48,106.16666666666667,147.5886524822695,0.7193416626621817,169468
"Missoula County, MT",48,34.333333333333336,69.41843971631205,0.49458520637515335,109299
"Mobile County, AL",48,193.95833333333334,684.9769503546099,0.2831603796783554,412992
"Mohave County, AZ",48,60.6875,74.73005319148936,0.8120896133245546,200186
"Monmouth County, NJ",48,213.85416666666666,458.5953014184397,0.466324373593043,630380
"Monroe County, IN",48,48.041666666666664,115.31737588652483,0.41660388382355196,137974
"Monroe County, MI",48,44.5625,71.78324468085107,0.6207925010651896,152021
"Monroe County, NY",48,280.0833333333333,549.7801418439716,0.5094460712857493,744344
"Monroe County, PA",48,53.916666666666664,93.60992907801419,0.5759716645200393,169842
"Monterey County, CA",48,247.8125,478.4534574468085,0.517944841118742,415057
"Montgomery County, AL",48,94.29166666666667,145.14716312056737,0.6496280370863516,229363
"Montgomery County, MD",48,471.5416666666667,1566.849290780142,0.3009489613591897,971777
"Montgomery County, OH",48,206.58333333333334,360.63120567375887,0.5728382072410471,535153
"Montgomery County, PA",48,335.625,1327.686170212766,0.25278940726347626,799874
"Montgomery County, TN",48,113.6875,254.55984042553192,0.44660422402039396,172331
"Montgomery County, TX",48,237.125,684.1117021276596,0.346617371494328,455746
"Morgan County, AL",48,39.8125,55.64494680851064,0.7154737722547496,119490
"Morris County, NJ",48,149.83333333333334,341.41843971631204,0.438855421686747,492276
"Multnomah County, OR",48,279.6875,1219.410904255319,0.22936280053260807,735334
"Muscogee County, GA",48,125.77083333333333,283.07402482269504,0.444303688450788,189885
"Muskegon County, MI",48,71.8125,83.00664893617021,0.8651415389051762,172188
"Napa County, CA",48,55.0625,84.48537234042553,0.6517400406088175,136484
"Nassau County, NY",48,353.2708333333333,3569.73359929078,0.09896280030630848,1339532
